vlf_area,lf_area,hf_area,total_area,vlf_p,lf_p,hf_p,vlf_h,lf_h,hf_h,lf_n,hf_n,lfhf,max_power,alpha,beta,gamma,theta,delta,meanNN,medianNN,nn50,pNN50,rmssd,sdnn,scl,scr,rise_time,half_recovery_time,peak_amp,auc,n_scr,slope,intercept,mean_latency,mean_duration,hrv_rmssd,hrv_sdnn, hrv_mean,mean,median,std,kurt,skewness,p10,p25,p30,p50,p75,p80,p90,IQR,EN,mid_AD,mean_AD,RMS,spec_EN,activity,mobility,complexity,env_mean,env_std,am_mean,am_std,val,arr
0.0012416932511165825,0.00029132892041882166,0.0015733499458885538,0.0034297146941773974,0.36203980850786116,0.08494261079891244,0.45874076597672075,0.0185546875,0.1220703125,0.2490234375,0.1562354385426915,0.8437645614573085,0.18516473158442373,0.26116768282954467,1.5618438197511065e-05,8.497515716774878e-06,5.67859790933005e-05,5.078942086769709e-05,0.0002898174287021669,0.5028351479303812,0.5026038615708889,1457.0,18.067956349206348,0.06836249463255001,0.0590566263687253,0.5028351479303812,1.0,13.0,116.0,0.5729429417303686,60.44355636191582,578.0,-2.1569316258145428e-08,0.5029221046288759,4531.19723183391,13.675909878682843,79.28473727784807,54.8350027514713,68.86206896551724,0.5028351479303812,0.5026038615708889,0.0590566263687253,6.719978358934984,-0.11025503976595116,0.4420537183121074,0.47415478337969424,0.480393731778489,0.5026038615708889,0.5322811661672492,0.5398568966306033,0.5633308422747606,0.05812638278755494,8.988027094076905,0.029034460934264456,0.04067617027082439,0.5062912907726378,0.6925971503320145,0.003487685118055221,1.1575753440527334,1.5944019595707497,0.5064085821753853,0.05804211934327728,0.9925583302105706,0.0263366674543625,7.71,7.6
0.0009309964344511451,0.00010202451448010526,0.0007785287137014632,0.001968451358790536,0.4729588213056846,0.05182983771709329,0.39550315034444644,0.015625,0.1220703125,0.2470703125,0.11586410817071922,0.8841358918292808,0.13104785049614479,0.16417376630292563,2.7231239137648954e-06,2.5539717099714686e-06,2.568863904134123e-05,1.6307226599302163e-05,0.00019857281057149582,0.4777052013388486,0.4775327458279442,659.0,8.172123015873016,0.04611223991231913,0.0424348758114325,0.4777052013388486,1.0,11.0,884.0,0.5772917085054319,431.5374854727795,275.0,8.767187316460967e-09,0.4776698564231822,4694.149090909091,25.083941605839417,110.3653025184999,75.1442681650589,93.78823529411764,0.4777052013388486,0.4775327458279442,0.0424348758114325,21.513779789575327,0.011668001814067857,0.44667610535224317,0.4647465950434301,0.46783490904062147,0.4775327458279442,0.4908155306430999,0.4947920954913437,0.508927633887226,0.02606893559966983,8.99104836746464,0.013041894033890722,0.023582054115363175,0.4795862571752038,0.6928299628632648,0.001800718685131699,1.0866590043974995,1.5984332262645857,0.4796526596505315,0.0416695574506014,0.9957700968365445,0.02264386498363931,8.1,7.31
0.0010336496415383391,8.55670962496215e-05,0.0011637326382214382,0.0025080694665271736,0.4121295902420094,0.03411671701745284,0.46399537722247125,0.017578125,0.0576171875,0.25,0.06849204709536716,0.9315079529046328,0.07352813991742627,0.2327829344087719,3.406595222243307e-06,2.40346423188976e-06,3.909015006935692e-05,2.9186595329583344e-05,0.00023498221357417363,0.4904164809505773,0.49041386898831024,751.0,9.312996031746032,0.05663851752551492,0.048913687545886826,0.4904164809505773,1.0,27.0,3225.0,0.5722726864240668,1573.6133332911008,305.0,1.167841968291681e-09,0.4904117727956821,1790.7016393442623,12.411184210526315,97.46503969251822,94.91875812882718,144.14814814814815,0.4904164809505773,0.49041386898831024,0.048913687545886826,17.586996780392298,-0.12072425955633634,0.45897984087565835,0.4812297501657693,0.48387767359160183,0.49041386898831024,0.4998774055385232,0.5041048190132981,0.522876454776977,0.018647655372753924,8.989935371628805,0.009346636456297991,0.024738521739361335,0.4928497475065643,0.6927441979077121,0.002392548829336644,1.157927777830704,1.6013463732141915,0.49297411089776005,0.0475732289033691,0.9944744598434894,0.030343862891222224,8.58,7.54
0.0018715211283332701,0.0008096140048259371,0.002199720712974087,0.0052936821316487,0.3535386299725539,0.15293967123292035,0.415536985083196,0.015625,0.046875,0.25,0.26903421544872413,0.7309657845512758,0.3680530896721499,0.609313088197143,6.996978454523316e-05,1.2411033389642996e-05,6.805892612976429e-05,0.00013195700989612405,0.00039100556111354277,0.46120081155495246,0.45996606646724175,1581.0,19.605654761904763,0.07735663849256766,0.07101447243957662,0.46120081155495246,1.0,3.0,2615.0,0.7539431170718016,0.9363120296893185,846.0,1.2431561506741834e-07,0.4606996331528082,4018.955082742317,9.533727810650888,54.496610876410706,38.30516839704436,59.2,0.46120081155495246,0.45996606646724175,0.07101447243957662,4.056212793208575,-0.0006429618091198637,0.3816067065600981,0.419426853706186,0.42879754784420676,0.45996606646724175,0.5029783842754154,0.5139185402050112,0.5452134940370386,0.08355153056922943,8.982874897043423,0.041968230801066514,0.052755236682647,0.466636093626306,0.6922001336178916,0.005043055295871388,1.089308077855524,1.5850625718942177,0.46683937001255177,0.06903234874362837,0.9870187567175385,0.04044780669380443,4.94,6.01
0.0006889148207099185,0.00010473992518651601,0.00044999408254042973,0.001328466426912891,0.5185790222119715,0.07884273404628833,0.3387319945947993,0.0166015625,0.0419921875,0.25,0.18881107652962154,0.8111889234703785,0.23275845005607523,0.11624953160327521,6.265513205374122e-06,2.6917722776554205e-06,1.5749011506766515e-05,2.7848658348921794e-05,0.00016643869274736103,0.44799521198705056,0.44775594682572384,491.0,6.088789682539683,0.03625669826602761,0.03638327317482801,0.44799521198705056,1.0,101.0,274.0,0.6056653751605389,128.2294157906632,114.0,-1.554496987710915e-08,0.44805788153310994,1122.2894736842106,56.176991150442475,64.15322060727516,40.99610530119546,56.98581560283688,0.44799521198705056,0.44775594682572384,0.03638327317482801,38.91890865675134,0.7900563389007883,0.4202488798321265,0.43382617857236144,0.436906988009507,0.44775594682572384,0.46236542962145655,0.4658897206532728,0.476080819339327,0.028539251049095105,8.991757141048263,0.014323255059460277,0.02076851708843248,0.44947019092509016,0.6928845793613139,0.001323742566914159,0.9965210686379368,1.5886092229052644,0.44948108764263683,0.03614497896629683,0.9966140283257129,0.022949214705458607,6.96,3.92
0.0008843984742845955,0.00015332474133995423,0.001496087856425625,0.0028241673805753996,0.31315370341272303,0.054290245824139376,0.5297447547605376,0.015625,0.123046875,0.25,0.09295717854202136,0.9070428214579785,0.10248378173877415,0.2535041956481269,6.155385579841157e-06,5.002822520639544e-06,4.781251512346067e-05,2.8763281899551874e-05,0.0002563115127921532,0.4982348444768818,0.498213573138441,1215.0,15.066964285714285,0.06268279017678122,0.05330526348096669,0.4982348444768818,1.0,2.0,-11.0,0.5483877072647361,0.4833557200528934,416.0,-6.142733256154592e-08,0.4984824887681038,4152.310096153846,19.4144578313253,63.28369810844647,44.664321771904945,66.0,0.4982348444768818,0.498213573138441,0.05330526348096669,13.022252190923442,-0.12021373235551361,0.44674927173529333,0.47469667269343585,0.48016783916598155,0.498213573138441,0.521949161786703,0.5291208647925786,0.5494662943836046,0.04725248909326718,8.989155092684591,0.02366814990937366,0.03470976030168582,0.5010782487453198,0.692684071367419,0.002841451114775281,1.1759212093854932,1.5986367130528922,0.501223456206022,0.05182277533923769,0.9936548130078428,0.03152598325193618,8.27,3.92
0.000838201293124874,8.367590475368208e-05,0.00025109981962561517,0.0012244716545462514,0.684541197840536,0.06833633464932236,0.20506789086813482,0.0185546875,0.0400390625,0.25,0.24994615397763484,0.7500538460223651,0.3332376139434954,0.10056355682947896,5.1372730200192114e-06,1.6974545524270274e-06,7.74915650316333e-06,2.87450784691239e-05,0.0001766447429268805,0.49093251217774764,0.49088896169463714,302.0,3.7450396825396823,0.026600696073705205,0.03229845314553902,0.49093251217774764,1.0,2.0,-11.0,0.5825719949906467,0.44999897161605207,67.0,-7.833313920634476e-08,0.49124831222845794,848.6268656716418,90.25757575757575,59.67336565927626,40.07118649344833,64.04032258064517,0.49093251217774764,0.49088896169463714,0.03229845314553902,59.842830165773606,0.24518926555417578,0.4658778070870925,0.4781031689556583,0.4812122352319268,0.49088896169463714,0.5032667800575512,0.5066183141817873,0.5160471353240631,0.025163611101892913,8.99285731253049,0.012548860893967895,0.01821706342753213,0.49199382271401454,0.6929693561010245,0.0010431900755945797,0.8235903535294016,1.5792085822445647,0.4920033706131467,0.032047546281846195,0.9977868110210693,0.02100522825641284,7.44,3.73
0.0005945955909078072,9.595531391629927e-05,0.0003390433789745609,0.0010963995939920696,0.5423165004492951,0.08751856024218241,0.30923340434674884,0.015625,0.1240234375,0.25,0.22058759137553124,0.7794124086244688,0.28301780794692644,0.12227687795611512,4.177458440963475e-06,5.591878103538371e-06,1.6494121851743835e-05,2.7110900696214857e-05,0.00021093974887086172,0.49363332259456927,0.49359658581681887,426.0,5.282738095238095,0.038250285345140106,0.04042307801347385,0.49363332259456927,1.0,31.0,6883.0,0.5504998530441128,66.72011696863099,165.0,2.1533710860451383e-09,0.4936246412790358,3303.327272727273,46.83536585365854,89.97988079214387,64.45975323662346,81.88541666666667,0.49363332259456927,0.49359658581681887,0.04042307801347385,38.33814386636125,0.012556146377763071,0.463865602435141,0.4802783960290772,0.48354054131732843,0.49359658581681887,0.5070741105804638,0.5107693363975365,0.5233864711538369,0.02679571455138663,8.991564316776017,0.013381604987334955,0.02196342401517514,0.4952856573855513,0.6928697207566308,0.0016340252360833927,0.9462487076795866,1.5812064608234275,0.4953587089672242,0.03951665749605813,0.9963641683802398,0.028973339618761137,7.32,2.55
0.002683892741508186,0.0010888771542219198,0.004118929981875589,0.008582304959285674,0.31272400063159406,0.1268746752052667,0.4799328387205688,0.0166015625,0.0439453125,0.25,0.20908553749512973,0.7909144625048703,0.26435922897773817,1.9010498888567628,9.322604384144312e-05,2.193749779806465e-05,0.0001322707034043698,0.00018067554298957305,0.0006339444592409337,0.6472547211751438,0.6471176527308098,1833.0,22.730654761904763,0.10702043701315915,0.09368153119388994,0.6472547211751438,1.0,3.0,817.0,0.9025423244302262,1.6184016977307505,1288.0,3.6936988608625325e-07,0.6457656064793871,3519.0885093167703,6.257187257187257,40.809604764805094,26.83220195922447,53.00657894736842,0.6472547211751438,0.6471176527308098,0.09368153119388994,1.0578378101974266,-0.11842953627608555,0.5324024709115573,0.5873411068607775,0.6017492838405115,0.6471176527308098,0.7072883251227147,0.7222299065921135,0.7631331488569791,0.11994721826193722,8.98442550078711,0.0599397818065151,0.07281821730928913,0.6539991615975853,0.6923196196544745,0.008776229286831774,1.142385650467278,1.5915568716064257,0.6539384511376861,0.09171897166674643,0.9891274960968227,0.025076475384003552,4.04,3.29
0.00022861069420409695,3.262320368243922e-05,0.0006393238174189262,0.001027548194885165,0.2224817243045672,0.03174858740916291,0.6221837774629877,0.015625,0.12109375,0.2490234375,0.04855026163962694,0.951449738360373,0.05102766828576072,0.11760742087295177,1.3125008060433961e-06,1.516506151258824e-06,2.358946195609505e-05,6.903544624258969e-06,7.020801364472854e-05,0.5719730994388833,0.5725471760301246,536.0,6.646825396825397,0.045887119833144516,0.03943730706537047,0.5719730994388833,1.0,3.0,27.0,0.9634132304611102,0.664683699875992,146.0,2.994624557992848e-07,0.5707658165483285,2929.2123287671234,44.220689655172414,93.21633823684405,61.92556597155263,73.81132075471699,0.5719730994388833,0.5725471760301246,0.03943730706537047,38.54886569471543,-1.4038797873322557,0.5444949100472786,0.5593513604058511,0.562559532490168,0.5725471760301246,0.5853501495348963,0.5889788273719397,0.5993591815723626,0.025998789129045186,8.992553068195067,0.013034798102150524,0.021071642385438585,0.573331080328194,0.6929459117168996,0.0015553011885683194,1.1635459288895378,1.598005465927805,0.573428183415417,0.03798161441919694,0.9970371218058427,0.0236472895260268,1.99,4.86
